Wort; Durchschnittlicher Wert
UNK; 1.0240367110818624
große; 1.0188026018440723
eine; 0.9909507166594267
und; 0.9126853328198195
,; 0.9107009284198284
(; 0.909089133143425
x; 0.9073425680398941
.; 0.9069325681775808
); 0.9055951219052076
B; 0.8931536991149187
cm; 0.879509225487709
in; 0.8774190340191126
97; 0.8743397202342749
im; 0.8729660026729107
ca; 0.8715066146105528
die; 0.8708701301366091
nicht; 0.8664975296705961
Sie; 0.8568046018481255
Das; 0.85329251550138
mit; 0.8474197704344988
von; 0.8397995326668024
enthalten; 0.8376059662550688
dass; 0.8333546482026577
abgebildete; 0.824640417471528
Dekoration; 0.8221065662801266
Lieferumfang; 0.8083440102636814
sich; 0.8068368956446648
beachten; 0.8009478617459536
Liegefläche; 0.799074150621891
H; 0.7885000873357058
Bett; 0.787067286670208
!; 0.782376891002059
T; 0.777406731620431
der; 0.7713599745184183
aus; 0.7700077909976244
L; 0.7698604129254818
17; 0.7639130186289549
für; 0.7559592220932245
ist.Weitere; 0.7548650708049536
OMBRA; 0.7481676042079926
Schlafsofa; 0.7409209795296192
ist; 0.7333148028701544
können; 0.7303166650235653
84; 0.7094697998836637
drei; 0.7029257686808705
interessante; 0.6973982146009803
einer; 0.6969543527811766
einfach; 0.6953932885080576
Weiß; 0.6935393260791898
Modernes; 0.6930355252698064
